model,hyperparameters,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,6480,1296,1296,0.0,4.938271605,4.166666667,5.169753086,0.390404649,4.938271605,4.166666667,5.169753086,0.390404649,2,2,0,1.0,0.052112256,0.012032056,0.279472875,0.067772246,0.789096401,0.132574723,1.205346609,0.095510888,0.0,0,0,0,1.0,1,1,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.584233373,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,15766,3154,3153,0.4,4.991745237,4.535363146,5.740564542,0.435034224,4.991745237,4.535363146,5.740564542,0.435034224,3,3,0,0.5,0.063566185,0.004033369,0.246685096,0.0523135,0.642170609,0.033291819,1.199646205,0.10204785,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.490913252,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.6111111111111112, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,38880,7776,7776,0.0,4.989711934,4.655349794,5.24691358,0.229472305,4.989711934,4.655349794,5.24691358,0.229472305,4,4,0,0.166666667,2.153618119,1.444169313,4.400194768,0.000122343,6.911181545,1.867339119,22.5246525,0.000463468,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.086557934,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,3240,648,648,0.0,5.061728395,4.012345679,5.864197531,0.713223457,5.061728395,4.012345679,5.864197531,0.713223457,2,2,0,1.0,1.073555324,0.024350101,4.387638243,1.034017671,4.143480142,0.003026017,22.90049143,5.809820249,0.0,0,0,0,1.4,1,2,0.489897949,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.359846754,0,0,0.673011667
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,7126,1426,1425,0.4,5.051981989,4.49122807,5.824561404,0.553058249,5.051981989,4.49122807,5.824561404,0.553058249,5,4,1,1.0,1.211964049,0.00863682,3.447413029,0.439638199,3.146327978,0.04231445,14.35166682,2.675333287,1.0,1,1,0,4.0,3,5,0.632455532,4.2,4,5,0.4,5.0,5,5,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.323570012,0,0,0.500402424
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.9222222222222223, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,31101,6221,6220,0.4,5.012706676,4.822375824,5.128617363,0.115920734,5.012706676,4.822375824,5.128617363,0.115920734,5,5,0,0.166666667,2.115229542,0.873277792,4.57426613,0.477900501,7.176981685,0.129570111,24.76228642,3.859457849,0.0,0,0,0,4.2,4,5,0.4,4.0,4,4,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.148714884,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,11661,2333,2332,0.4,5.042462572,4.588336192,5.360205832,0.285447331,5.042462572,4.588336192,5.360205832,0.285447331,4,4,0,0.166666667,0.957714174,0.781593367,1.090275662,0.000632148,0.264406834,0.061097251,0.611452256,0.001554627,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.219799151,0,0,0.0
Lasso,"{'alpha': 0.0018701222535385973, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,6480,1296,1296,0.0,4.907407407,4.552469136,5.169753086,0.24691358,4.907407407,4.552469136,5.169753086,0.24691358,5,4,1,1.0,1.147585332,0.001115463,4.489961505,0.710106392,3.871702902,1.182660246,22.77089044,4.73298964,1.0,1,1,0,3.6,2,5,1.019803903,3.2,3,4,0.4,5.0,5,5,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.304164263,0,0,0.673011667
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5,3240,648,648,0.0,5.12345679,4.012345679,5.864197531,0.604812282,5.12345679,4.012345679,5.864197531,0.604812282,2,2,0,1.0,0.04028574,0.003235098,0.12637683,0.026194533,0.906541885,0.527612798,1.213494697,0.031271913,0.0,0,0,0,1.0,1,1,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.610056777,0,0,0.0
Lasso,"{'alpha': 2.39136021537497e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,5181,1037,1036,0.4,5.095519821,4.826254826,5.308880309,0.222959156,5.095519821,4.826254826,5.308880309,0.222959156,2,2,0,1.0,0.026051301,0.005431343,0.07194354,0.015925132,0.886525815,0.49726624,1.215095946,0.030268417,0.0,0,0,0,1.0,1,1,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.606111697,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5,3240,648,648,0.0,5.061728395,4.012345679,5.709876543,0.580706411,5.061728395,4.012345679,5.709876543,0.580706411,2,2,0,1.0,0.048398064,0.001112333,0.120536965,0.020569787,0.88475397,0.47514452,1.210963031,0.053055438,0.0,0,0,0,1.0,1,1,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.622750371,0,0,0.0
Lasso,"{'alpha': 0.008408261394623858, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,3886,778,777,0.4,4.992109259,4.761904762,5.655526992,0.346365423,4.992109259,4.761904762,5.655526992,0.346365423,2,2,0,1.0,0.013290937,0.0,0.042951386,0.008128112,0.893163888,0.482904351,1.216662727,0.038006586,0.0,0,0,0,1.0,1,1,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.636733403,0,0,0.0
Lasso,"{'alpha': 0.0003270242804522918, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,11661,2333,2332,0.4,5.016718879,4.759862779,5.360205832,0.208230812,5.016718879,4.759862779,5.360205832,0.208230812,3,3,0,0.166666667,0.063516191,0.01486006,0.109931776,0.000467821,0.660313571,0.637409996,0.695454836,0.000199688,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.290599199,0,0,0.0
Lasso,"{'alpha': 2.39136021537497e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,6480,1296,1296,0.0,5.092592593,4.62962963,5.478395062,0.288708132,5.092592593,4.62962963,5.478395062,0.288708132,4,4,0,0.5,0.049132776,0.001404434,0.151665258,0.023142806,0.730189805,0.526647253,1.202526848,0.016003665,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.499746371,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.5333333333333333, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,6480,1296,1296,0.0,4.907407407,4.475308642,5.092592593,0.221492285,4.907407407,4.475308642,5.092592593,0.221492285,2,2,0,1.0,0.037028691,0.012186604,0.20227339,0.050224718,0.800660832,0.157006963,1.203951442,0.09491835,0.0,0,0,0,1.0,1,1,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.585935351,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,31101,6221,6220,0.4,4.964468962,4.839228296,5.048231511,0.084609624,4.964468962,4.839228296,5.048231511,0.084609624,6,6,0,0.166666667,0.948247132,5.4e-05,4.571853346,0.963786954,5.120429724,0.516253986,24.32426817,4.709617257,0.0,0,0,0,4.8,4,5,0.4,5.0,5,5,0.0,6.0,6,6,0.0,2,2,2,0,0,0,0,0,2,2,2,0,0.155939406,144,144,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,38880,7776,7776,0.0,4.994855967,4.513888889,5.311213992,0.29173969,4.994855967,4.513888889,5.311213992,0.29173969,6,6,0,0.166666667,1.473671313,0.000203198,4.435738414,0.810867739,6.90157282,0.328306473,23.35241647,4.818065267,0.0,0,0,0,5.2,5,6,0.4,5.4,5,6,0.489897949,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.148804409,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,34991,6999,6998,0.4,4.986995856,4.45841669,5.401543298,0.305267087,4.986995856,4.45841669,5.401543298,0.305267087,5,5,0,0.166666667,1.717859776,0.003451982,4.436294604,0.783826759,8.617987726,1.200090921,23.0764674,3.983024601,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.147099203,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,7776,1556,1555,0.4,5.002413642,3.922829582,6.233933162,0.754584643,5.002413642,3.922829582,6.233933162,0.754584643,6,6,0,0.166666667,0.840242625,0.004464909,3.981002307,0.762272914,4.573017791,0.061844357,22.55549905,4.111353333,0.0,0,0,0,5.0,5,5,0.0,5.2,5,6,0.4,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.187525932,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,7776,1556,1555,0.4,4.758148108,4.051446945,5.398457584,0.537216297,4.758148108,4.051446945,5.398457584,0.537216297,3,3,0,0.166666667,0.695244719,0.001593908,3.572172461,0.773258267,3.545175355,0.375724337,16.91413022,3.459813516,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.194135533,0,0,0.0
Lasso,"{'alpha': 2.39136021537497e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,47301,9461,9460,0.4,5.004115705,4.756871036,5.327132438,0.199782547,5.004115705,4.756871036,5.327132438,0.199782547,5,5,0,0.166666667,0.994421282,0.00438695,2.067068534,0.311830608,2.582113883,1.200026816,7.142401777,0.967860481,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.167624316,0,0,0.0
Lasso,"{'alpha': 0.00013675241327079383, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,15766,3154,3153,0.4,4.934672839,4.662226451,5.296542975,0.219439669,4.934672839,4.662226451,5.296542975,0.219439669,8,8,0,0.5,0.881948356,2.42e-05,3.405573306,0.602014581,5.217932809,0.32795199,18.72039417,3.095544095,0.0,0,0,0,6.8,6,7,0.4,7.0,7,7,0.0,8.0,8,8,0.0,3,3,3,0,1,1,1,0,3,3,3,0,0.212848083,3153,47,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,7881,1577,1576,0.4,4.948723561,4.058338618,5.710659898,0.543717421,4.948723561,4.058338618,5.710659898,0.543717421,3,3,0,1.0,0.843407475,1.81e-05,3.061858044,0.570662213,4.725557931,0.51922626,19.90473987,3.559107502,0.0,0,0,0,1.6,1,2,0.489897949,2.2,2,3,0.4,3.0,3,3,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.327601405,0,0,0.673011667
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5,6480,1296,1296,0.0,4.845679012,4.320987654,5.324074074,0.409459851,4.845679012,4.320987654,5.324074074,0.409459851,4,4,0,1.0,1.038389365,0.000240942,2.965842327,0.336691132,5.317334248,0.242024801,12.87162262,1.595809955,0.0,0,0,0,2.8,1,4,0.979795897,3.0,3,3,0.0,4.0,4,4,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.373012572,0,0,0.500402424
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,7776,1556,1555,0.4,4.964043346,4.562982005,5.594855305,0.3491286,4.964043346,4.562982005,5.594855305,0.3491286,3,3,0,0.166666667,0.089903044,0.022079758,0.270876311,0.056544967,0.966112176,0.379088664,1.182117111,0.176535031,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.278818568,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,2591,519,518,0.4,5.133052127,3.861003861,6.94980695,1.046934776,5.133052127,3.861003861,6.94980695,1.046934776,2,2,0,0.5,0.068988127,0.022316523,0.187811452,0.038387638,1.048004561,0.68807238,1.207348145,0.115694593,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.543537258,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,2591,519,518,0.4,5.018114729,3.082851638,6.177606178,1.073530342,5.018114729,3.082851638,6.177606178,1.073530342,2,2,0,0.5,0.058528842,0.003945436,0.239622418,0.050488402,1.068106869,0.573280987,1.251031929,0.158533122,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.54489489,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5,7881,1577,1576,0.4,5.062695345,4.441624365,5.960684845,0.579540898,5.062695345,4.441624365,5.960684845,0.579540898,7,7,0,1.0,0.706604035,4.48e-06,3.403355367,0.538936761,4.537920463,0.654766407,18.35699455,2.970460858,0.0,0,0,0,4.4,3,6,1.019803903,6.2,6,7,0.4,7.0,7,7,0.0,2,2,2,0,0,0,0,0,3,3,3,0,0.317691352,1577,23,0.673011667
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.8444444444444446, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,11661,2333,2332,0.4,4.948111921,4.545454545,5.317324185,0.311027375,4.948111921,4.545454545,5.317324185,0.311027375,5,5,0,0.166666667,0.235541814,0.015319377,0.565029914,0.09599764,0.826895571,0.410835731,1.216518293,0.08663505,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.247506501,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,3886,778,777,0.4,5.069527846,4.761904762,5.534105534,0.265875088,5.069527846,4.761904762,5.534105534,0.265875088,2,2,0,0.5,0.13877791,0.0,0.465328459,0.083866358,0.808670419,0.085614906,1.204197119,0.174304052,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.498821889,0,0,0.0
Lasso,"{'alpha': 0.01069448800053393, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,19440,3888,3888,0.0,5.077160494,4.706790123,5.606995885,0.413639105,5.077160494,4.706790123,5.606995885,0.413639105,3,3,0,0.166666667,0.771614056,0.000303391,4.422459136,1.052286477,3.942815745,0.496914892,23.45262495,5.099517048,0.0,0,0,0,2.2,2,3,0.4,2.0,2,2,0.0,3.0,3,3,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.193697168,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,42766,8554,8553,0.4,5.006313766,4.71179703,5.226236408,0.167558017,5.006313766,4.71179703,5.226236408,0.167558017,6,6,0,0.166666667,1.208277818,0.004510921,3.033821651,0.445737301,4.2856599,0.223512097,11.08516702,1.968099965,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.153486122,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,11661,2333,2332,0.4,5.04245522,4.888507719,5.360205832,0.16867384,5.04245522,4.888507719,5.360205832,0.16867384,3,3,0,0.5,1.395820369,0.007278873,4.264783564,0.930482898,6.773872284,0.822536003,20.75382759,4.717326592,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.281729131,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,7776,1556,1555,0.4,4.925383744,4.24437299,5.530546624,0.459123005,4.925383744,4.24437299,5.530546624,0.459123005,4,4,0,0.166666667,0.804111862,0.018205122,3.576280131,0.679735054,4.476442356,0.409366631,20.2365898,3.63771455,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.18986003,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,3886,778,777,0.4,4.992142344,4.375804376,5.534105534,0.468787199,4.992142344,4.375804376,5.534105534,0.468787199,4,4,0,1.0,1.484382387,0.000482088,4.700851074,1.043578778,8.239896043,0.28472796,26.8187705,5.75346132,0.0,0,0,0,3.4,1,4,1.2,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.382521745,0,0,0.500402424
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.37777777777777777, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,27216,5444,5443,0.4,5.041149861,4.850266397,5.162594158,0.117592095,5.041149861,4.850266397,5.162594158,0.117592095,6,6,0,0.166666667,1.503447409,0.002406989,4.325292087,0.959376337,7.219125325,0.055613905,23.55192133,5.047814532,0.0,0,0,0,5.4,5,6,0.489897949,5.2,5,6,0.4,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.165335875,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,5181,1037,1036,0.4,4.921476787,3.281853282,6.75024108,1.110196861,4.921476787,3.281853282,6.75024108,1.110196861,2,2,0,0.5,0.231727848,0.018401035,0.715287924,0.207668803,1.143984733,0.577560022,1.594699851,0.10896424,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.5047404,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,27216,5444,5443,0.4,4.989713716,4.666544185,5.309571927,0.205483072,4.989713716,4.666544185,5.309571927,0.205483072,6,6,0,0.166666667,0.678062413,0.006431659,1.825714792,0.248785169,3.318215772,1.138900454,7.761086158,1.004224038,0.0,0,0,0,5.2,5,6,0.4,5.0,5,5,0.0,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.155508547,0,0,0.0
Lasso,"{'alpha': 0.00013675241327079383, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5,12960,2592,2592,0.0,5.007716049,4.783950617,5.285493827,0.178305864,5.007716049,4.783950617,5.285493827,0.178305864,5,5,0,0.5,1.300457451,1.3e-05,2.936787059,0.417389803,6.366540172,0.173430186,14.77067427,1.902979051,0.0,0,0,0,4.2,4,5,0.4,4.0,4,4,0.0,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.25685941,0,0,0.0
